"","voteno8","voteno7","voteno6","voteno1","voteno420","voteno416","voteno413","voteno401","voteno400","voteno399","voteno398","voteno397","voteno395","voteno394","voteno393","voteno392","voteno391","voteno390","voteno389","voteno388","voteno387","voteno386","voteno384","voteno383","voteno382","voteno380","voteno379","voteno370","voteno369","voteno367","voteno366","voteno364","voteno363","voteno362","voteno361","voteno360","voteno359","voteno358","voteno357","voteno356","voteno355","voteno353","voteno352","voteno351","voteno350","voteno349","voteno348","voteno347","voteno346","voteno345","voteno344","voteno343","voteno342","voteno341","voteno340","voteno339","voteno337","voteno336","voteno335","voteno334","voteno329","voteno323","voteno316","voteno315","voteno314","voteno305","voteno303","voteno301","voteno300","voteno299","voteno288","voteno287","voteno286","voteno284","voteno283","voteno276","voteno263","voteno262","voteno238","voteno237","voteno236","voteno235","voteno231","voteno224","voteno223","voteno222","voteno221","voteno220","voteno219","voteno218","voteno217","voteno216","voteno205","voteno158","voteno90","voteno89","voteno7"
"mpid41778",3,3,3,3,1,3,3,3,1,1,1,1,3,3,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41779",1,1,1,1,3,2,3,1,3,3,2,2,1,3,1,3,3,2,2,2,2,1,2,2,2,1,1,2,2,1,1,3,3,3,3,3,3,1,3,2,2,2,2,2,2,2,2,2,3,2,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,3,3,3,2,2,1,2,2,1,2,3,1,1,1,3,3,3,2,3,3,2,3,3,3,1,3,3
"mpid41780",3,3,3,2,1,3,2,3,1,1,1,1,3,2,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,2,1,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41781",1,1,1,1,3,1,3,2,3,3,3,3,1,3,1,3,3,3,3,1,3,1,1,1,2,1,1,2,2,1,2,3,3,3,3,2,3,1,3,1,1,1,2,1,1,1,1,3,3,3,1,1,1,1,1,1,1,2,2,2,1,1,2,2,2,1,1,1,1,1,3,3,3,1,1,1,2,3,2,3,3,2,1,1,3,3,3,2,3,3,2,3,2,3,1,3,3
"mpid41782",3,3,3,3,1,3,1,3,1,1,3,1,3,1,3,1,1,1,1,3,3,3,3,3,3,3,2,3,3,3,2,1,1,1,1,1,1,3,1,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41783",1,1,1,2,3,1,3,2,3,3,3,3,1,3,1,3,3,3,3,2,3,1,1,1,2,1,1,2,2,2,3,3,3,3,3,2,3,1,3,1,1,1,1,1,1,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,3,3,3,1,1,1,2,2,3,3,3,2,1,1,3,3,3,2,3,3,2,3,2,3,1,3,3
"mpid41784",3,3,3,3,1,3,3,3,1,1,3,1,3,3,2,1,1,1,1,3,3,2,3,3,3,3,3,3,3,3,2,1,1,1,1,1,1,3,1,3,3,3,3,3,3,3,3,2,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41785",1,1,1,1,3,3,3,1,3,3,1,1,1,3,1,3,3,2,2,2,2,1,2,2,2,1,1,2,2,1,1,3,3,3,3,3,3,1,3,1,2,1,1,1,1,1,2,3,3,2,2,1,1,1,1,1,1,2,2,2,1,1,1,2,1,1,1,1,1,1,3,3,3,2,2,1,3,3,1,3,3,1,1,1,3,3,3,2,3,3,2,3,3,2,2,2,3
"mpid41786",1,1,1,2,3,2,3,1,3,3,3,2,1,3,1,3,3,2,2,1,2,1,2,2,2,1,1,1,1,1,2,3,3,3,3,3,3,1,3,2,2,1,1,1,1,1,1,3,3,2,1,2,1,1,2,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,3,3,3,2,2,1,3,3,2,3,3,1,1,1,3,3,3,3,2,3,3,3,2,3,1,3,3
"mpid41787",3,3,3,3,1,3,3,3,1,1,1,1,3,3,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,3,1,1,1,1,1,2,1,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41788",3,3,3,3,1,2,2,3,1,1,1,1,3,3,1,1,1,1,1,3,1,3,3,3,3,3,3,3,3,3,2,3,1,1,1,1,1,3,1,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,2,3,3,3,3,1,1,1,3,3,2,1,1,2,2,2,2,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41789",1,1,1,1,3,2,3,1,3,3,3,2,1,3,1,3,3,2,2,2,3,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,1,3,1,1,1,1,1,1,1,1,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,2,2,1,3,3,2,3,3,1,1,1,3,3,3,3,2,3,3,3,3,3,1,3,3
"mpid41790",3,3,3,3,1,3,3,3,1,1,1,1,3,3,1,1,1,1,1,1,1,2,3,3,3,3,3,3,3,3,2,3,1,1,1,1,1,2,1,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41791",3,3,3,2,1,3,2,3,1,1,1,1,3,1,2,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,1,1,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41792",3,3,3,3,1,3,1,3,1,1,1,1,3,3,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,1,1,1,1,1,1,3,1,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41793",3,3,3,3,1,3,1,3,1,1,1,1,3,2,2,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,1,1,1,1,1,3,1,3,3,2,2,2,2,2,2,2,1,1,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41794",3,3,3,3,1,3,3,3,2,2,1,3,3,3,1,2,2,1,3,1,1,1,3,3,3,3,3,1,3,3,2,3,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41795",1,1,1,1,3,1,3,2,1,3,2,3,1,3,1,3,1,3,3,1,3,1,1,1,2,1,1,2,2,1,2,3,3,3,3,2,3,1,3,1,1,1,1,2,2,2,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,2,3,2,3,3,2,1,1,3,3,3,2,3,3,2,3,2,3,1,3,3
"mpid41796",3,3,3,3,1,3,3,3,1,1,1,2,3,3,1,1,1,1,1,2,1,1,3,3,3,3,3,3,3,3,1,3,1,1,1,1,1,2,1,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41797",3,3,3,2,1,3,1,3,1,1,1,1,1,1,3,1,1,1,1,1,1,2,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,3,1,3,3,3,3,3,3,3,3,2,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41798",1,1,1,1,3,1,3,2,3,3,3,3,1,3,1,3,3,3,3,1,1,1,1,1,2,1,1,2,2,1,3,3,3,3,3,2,3,1,3,1,1,1,1,2,2,2,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,2,3,3,3,3,2,1,1,3,3,3,2,3,3,2,3,2,3,1,3,2
"mpid41799",1,1,1,1,3,1,3,2,3,3,2,3,1,3,1,3,3,3,3,1,1,1,1,1,2,1,1,2,2,1,3,3,3,3,3,2,3,1,3,1,1,1,1,2,2,2,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,2,3,3,3,3,2,1,1,3,3,3,2,3,3,2,3,2,3,1,3,3
"mpid41800",3,3,3,3,1,3,1,3,1,1,1,1,3,1,3,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,3,1,3,3,3,3,3,3,3,3,2,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41801",3,3,3,3,1,3,1,3,1,1,1,1,3,1,3,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,3,1,3,3,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41802",3,3,3,3,1,3,1,3,1,1,1,1,3,1,3,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,3,1,3,3,3,3,3,2,3,3,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,2,1,1,3,1,1,3,2,3,1,1,1,1,1,1,1,1,1,1,2,2,1
"mpid41803",2,2,2,2,3,2,3,2,2,1,1,3,1,3,1,1,2,3,3,1,1,1,1,1,2,1,1,2,2,1,3,3,3,3,3,2,3,1,3,1,1,1,1,2,2,2,1,3,3,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,2,3,2,3,3,2,1,1,3,3,3,2,3,3,2,3,2,3,1,3,3
"mpid41804",1,1,1,2,3,1,3,2,3,3,3,3,1,3,1,3,3,3,3,2,3,1,1,1,2,1,1,2,2,2,2,3,3,3,3,2,3,1,3,1,1,2,2,2,2,2,2,3,3,3,1,1,1,1,1,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1,3,3,3,1,1,1,2,3,2,3,3,2,1,1,3,3,3,2,3,3,2,3,2,3,1,3,3
"mpid41805",1,1,1,2,3,1,3,2,3,3,3,3,1,3,1,3,3,3,3,2,3,1,1,1,2,1,1,2,2,2,3,3,3,3,3,2,3,1,3,1,1,2,2,2,2,2,2,3,3,3,1,1,1,1,1,1,2,1,1,1,2,1,2,2,2,1,1,1,1,1,3,3,3,2,2,1,2,3,2,3,3,2,1,1,3,3,3,2,3,3,2,3,2,3,1,3,3
"mpid41806",3,3,3,3,1,3,3,3,1,1,1,1,3,2,3,1,1,1,1,1,1,2,3,3,3,3,3,3,3,3,2,1,1,1,1,1,1,3,1,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41807",1,1,1,2,3,2,3,1,3,3,3,2,1,3,1,3,3,2,2,1,2,1,2,2,2,1,1,1,1,1,2,3,3,3,3,3,3,1,3,1,2,1,1,1,1,1,1,3,3,2,1,2,1,1,2,1,2,2,2,2,1,1,1,1,1,2,1,1,1,1,3,3,3,2,2,1,3,3,2,3,3,1,1,1,3,3,3,3,2,3,3,3,2,3,1,3,3
"mpid41808",3,3,3,3,1,3,1,3,1,1,1,1,3,2,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,2,1,1,1,1,1,1,3,1,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41809",1,1,1,2,3,1,3,2,2,3,3,3,1,3,1,2,2,3,3,2,3,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,3,3,3,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,1,1,1,1,3,3,3,1,1,1,2,2,2,3,3,2,1,1,3,3,3,2,3,3,2,3,2,3,1,3,3
"mpid41810",2,2,2,2,2,3,2,2,2,3,2,2,3,2,3,3,3,2,2,2,3,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,1,1,1,1,1,1,1,3,3,3,1,1,1,2,3,2,3,3,2,1,1,3,3,3,2,3,3,2,3,2,3,1,3,3
"mpid41811",1,1,1,1,3,1,3,2,2,3,3,3,1,3,1,3,2,3,3,2,2,1,1,1,2,2,2,2,2,1,2,3,3,3,3,2,3,1,3,1,1,1,1,2,2,2,1,3,3,3,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,3,3,3,1,1,1,2,3,3,3,3,2,1,1,3,3,3,2,2,2,2,2,2,3,1,3,3
"mpid41812",3,3,3,3,1,3,3,3,1,1,1,1,3,3,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,3,1,1,1,1,1,3,1,3,3,2,2,2,2,2,2,3,1,1,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,2,2,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41813",3,3,3,3,2,2,3,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,3,3,3,2,2,3,3,3,2,3,1,1,1,1,2,1,1,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,1,1,1,3,3,2,1,1,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41814",1,1,1,1,3,1,3,2,3,2,3,3,1,3,1,2,2,3,3,2,3,1,1,1,2,1,1,2,2,1,3,3,3,3,3,2,3,1,3,1,1,1,1,2,2,2,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,2,3,3,3,3,2,1,1,3,3,3,2,3,3,2,3,2,3,1,3,3
"mpid41815",1,1,1,2,3,2,3,2,2,3,3,3,1,3,1,3,2,3,3,2,3,1,1,1,2,1,1,2,2,1,3,3,3,3,3,2,3,1,3,1,1,1,1,2,2,2,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,3,3,1,1,1,2,3,2,2,2,2,1,1,3,3,3,2,3,3,2,3,2,3,1,3,2
"mpid41816",3,3,3,3,1,3,2,2,1,1,3,2,3,2,1,1,2,3,3,2,3,1,3,3,3,2,2,3,3,3,1,2,1,1,1,1,3,1,3,2,2,1,1,2,2,2,1,2,1,2,2,1,1,1,1,2,2,2,2,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,3,3,2,1,1,3,3,3,2,3,3,2,3,2,2,1,3,3
"mpid41817",3,3,3,3,1,3,2,3,1,1,1,1,3,2,2,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41818",2,2,2,1,3,2,3,2,3,3,2,3,1,3,1,3,3,3,3,1,2,1,1,1,2,1,1,2,2,1,3,3,3,3,3,2,3,1,3,1,1,1,1,2,2,2,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,2,2,1,2,3,2,3,3,2,1,1,3,3,3,2,3,3,2,3,2,3,1,3,3
"mpid41819",3,3,3,3,1,3,3,3,1,1,1,1,3,2,3,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,3,1,1,1,1,1,3,1,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41820",3,3,3,3,1,3,3,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,2,3,1,1,1,1,2,2,1,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,1,1,1,3,3,2,2,2,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41821",1,1,1,1,3,1,3,2,3,3,3,3,1,3,1,3,2,3,3,2,3,1,1,1,2,2,2,2,2,2,2,3,3,3,3,2,3,1,3,2,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,2,2,2,3,3,2,1,1,3,3,3,2,3,2,2,2,2,3,1,3,3
"mpid41822",3,3,3,3,1,3,1,3,1,1,1,1,3,3,2,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,1,3,1,1,1,1,1,3,1,3,3,3,3,3,3,3,3,2,1,1,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,1,1,1,2,2,2,1,1,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41823",3,3,3,3,1,3,1,3,1,1,1,1,3,1,3,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,3,1,3,3,3,3,3,3,3,3,2,1,1,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41824",3,3,3,3,1,3,2,3,1,1,1,1,3,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,3,1,3,3,3,3,3,3,3,3,2,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,2,2,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41825",1,1,1,1,3,2,3,2,2,2,3,3,3,2,1,2,3,3,3,3,3,1,2,2,2,2,2,2,2,2,2,3,2,3,3,2,3,2,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,3,3,2,2,2,3,3,1,3,3,1,1,1,3,3,3,2,3,3,2,3,3,3,1,3,2
"mpid41826",2,2,2,3,3,3,3,3,3,3,3,3,3,3,1,3,2,1,3,3,3,1,3,3,3,3,3,3,3,3,1,3,1,3,3,2,3,1,3,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,2,2,2,3,2,3,3,3,3,3,3,3,3,2,3,1,3,3,2,1,1,3,1,1,3,3,3,3,3,1,1,1,1,1,1,1,1,3,1,1
"mpid41827",1,1,1,2,3,2,3,1,3,3,3,2,1,3,1,3,3,2,2,1,2,1,2,2,2,1,1,1,1,1,2,3,3,3,3,3,3,1,3,1,2,1,1,1,1,1,1,3,3,2,1,2,1,1,2,1,2,2,2,2,1,1,1,1,1,2,1,1,1,1,3,3,3,2,2,1,3,3,2,3,3,1,1,1,3,3,3,3,2,3,3,3,2,3,1,3,3
"mpid41828",1,1,1,1,3,2,3,2,3,3,3,3,1,3,1,3,3,2,3,1,3,1,1,1,2,1,1,2,2,1,1,3,3,3,3,3,3,1,3,1,1,1,1,1,1,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,1,1,1,2,3,3,3,3,2,1,1,3,3,3,2,3,3,2,3,2,3,1,3,3
"mpid41829",1,1,1,2,3,2,3,1,3,3,3,2,1,3,1,3,3,2,2,1,2,1,2,2,2,1,1,1,1,1,2,3,3,3,3,3,3,1,3,1,2,1,1,1,1,1,1,3,3,2,1,2,1,1,2,1,2,2,2,2,1,1,1,1,1,2,1,1,1,1,3,3,3,2,2,1,3,3,2,3,3,1,1,1,3,3,3,3,2,3,3,3,2,3,1,3,3
"mpid41830",1,1,1,1,3,2,3,1,3,3,2,2,1,3,1,3,3,2,2,2,2,1,2,2,2,1,1,2,2,1,1,3,3,3,3,3,3,1,3,1,2,2,1,1,1,1,2,3,3,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,1,1,3,3,3,2,2,1,2,3,1,3,3,1,1,1,3,3,3,2,3,3,2,3,3,3,1,3,3
"mpid41831",1,1,1,1,3,1,3,2,3,3,3,3,1,3,1,3,3,3,3,1,1,1,1,1,2,1,1,2,2,1,3,3,3,3,3,2,3,1,3,1,1,1,1,2,2,2,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,2,3,2,3,3,2,2,1,3,3,3,2,3,2,2,3,2,3,1,3,3
"mpid41832",1,1,1,1,3,1,3,2,2,3,3,3,1,3,1,1,2,3,3,1,3,1,1,1,2,1,1,2,2,1,3,3,3,3,3,1,3,1,3,1,1,1,1,2,2,2,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,2,3,3,3,3,2,1,1,3,3,3,2,3,3,2,3,2,3,1,3,3
"mpid41833",3,3,3,3,1,3,2,3,1,1,1,1,3,3,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,1,3,1,1,1,1,1,3,1,3,3,2,2,2,2,2,2,3,1,1,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,3,3,3,3,1,1,1,2,2,2,1,1,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41834",1,1,1,2,3,3,3,2,3,3,1,1,1,3,1,3,3,1,2,1,1,1,2,2,1,1,2,2,2,1,1,3,3,3,3,3,3,1,3,1,1,1,1,2,2,2,1,3,3,2,1,1,1,1,1,2,1,2,1,1,1,1,2,2,2,1,1,1,1,1,3,3,3,2,2,1,2,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,2,2,3
"mpid41835",1,1,1,1,3,1,3,2,3,3,3,3,1,3,1,3,3,3,3,2,3,1,1,1,2,1,1,2,2,1,3,3,3,3,3,2,3,1,3,1,1,1,1,2,2,2,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,2,3,3,3,3,2,1,1,3,3,3,2,3,3,2,3,2,3,1,3,3
"mpid41836",3,3,3,3,1,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,2,1,1,1,1,1,1,2,1,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,2,2,2,2,1,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41837",1,1,1,1,3,1,3,2,3,3,3,3,1,3,1,3,2,3,3,2,2,1,1,1,2,1,1,2,2,1,3,3,3,3,3,2,3,1,3,2,2,1,1,2,2,2,1,3,3,3,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,3,3,3,2,2,1,2,3,2,3,3,2,1,1,3,3,3,2,3,3,2,3,2,3,1,3,2
"mpid41838",1,1,1,1,3,2,3,2,3,3,3,3,1,3,1,3,3,3,3,1,2,1,1,1,2,1,2,2,2,1,2,3,3,3,3,2,3,1,3,1,1,1,1,2,2,2,1,3,3,3,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,1,2,2,2,2,3,3,3,1,1,1,2,3,2,3,3,2,1,1,3,3,3,2,3,3,2,3,2,3,1,3,3
"mpid41839",3,3,3,2,1,3,2,3,1,1,1,1,3,3,3,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,2,1,1,1,1,1,1,3,1,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,2,2,1
"mpid41840",1,1,1,1,3,2,3,2,2,3,3,3,1,3,1,3,2,3,3,1,3,1,1,1,2,1,1,2,2,1,3,3,3,3,3,2,3,1,3,1,1,1,1,2,2,2,1,3,3,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,2,3,2,3,3,2,1,1,3,3,3,2,3,3,2,3,2,3,2,2,3
"mpid41842",3,3,3,3,1,2,2,3,1,1,1,1,3,3,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,2,1,1,1,1,1,1,3,1,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,1,1,1,3,3,2,1,1,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,2
"mpid41843",3,3,3,3,1,3,3,3,1,3,1,1,3,3,1,1,3,1,1,1,1,1,3,3,3,3,3,3,3,3,2,3,1,1,1,1,2,2,2,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41844",3,3,3,3,1,3,1,3,1,1,1,1,3,1,3,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,2,1,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,2,1,1,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
"mpid41845",3,3,3,3,1,3,2,3,1,1,1,1,3,2,3,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,2,1,1,1,1,1,1,2,1,3,3,3,3,3,3,3,3,2,1,1,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,2,2,2,2,2,1,1,1,3,3,2,1,1,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1
