code,country,pop_density,pmdeaths_total,pmdeaths_female,pmdeaths_male,mean_income,edu_level3,edu_level4
79,1,1,13334.5,10990,15679,32375,0.12665356695652008,0.29490306973457336
153,1,1,11893,10052,13734,42682,0.13941751420497894,0.40657132863998413
66,1,2,13207.5,10248,16167,48444,0.11158757656812668,0.38395169377326965
298,1,2,17843,14114,21572,32434,0.1254827231168747,0.2526276707649231
261,1,2,12566,10134,14998,47987,0.11290016770362854,0.38358274102211
67,1,2,11701.5,9747,13656,43153,0.1244858130812645,0.3998374044895172
313,1,3,19190.5,15487,22894,27190,0.105970099568367,0.1950591653585434
277,1,2,17071.5,12776,21367,33204,0.14502248167991638,0.27663126587867737
273,1,2,16498,12562,20434,32983,0.12532132863998413,0.25955262780189514
434,4,1,17835,15238,20432,27848,0.11517436057329178,0.22793646156787872
278,1,1,13336.5,10812,15861,34054,0.11584002524614334,0.2872041165828705
86,1,1,11758.5,9931,13586,42457,0.12358630448579788,0.3355509042739868
183,1,1,17623.5,15393,19854,30130,0.12046381831169128,0.2298407107591629
279,1,1,16200.5,12629,19772,28954,0.11402881890535355,0.22066757082939148
40,1,2,14643,12014,17272,30564,0.16592992842197418,0.3240114152431488
